Transcript stable ID	Transcript type	Transcript length (including UTRs and CDS)	Gene name
ENST00000544370	protein_coding	1771	SLCO1B3
ENST00000261196	protein_coding	2840	SLCO1B3
ENST00000429379	protein_coding	645	G6PC2
ENST00000375363	protein_coding	3030	G6PC2
ENST00000421979	protein_coding	494	G6PC2
ENST00000570164	protein_coding	2783	RUSF1
ENST00000327237	protein_coding	2785	RUSF1
ENST00000430477	protein_coding	2471	RUSF1
ENST00000567994	protein_coding	1845	RUSF1
ENST00000564807	protein_coding	555	RUSF1
ENST00000371130	protein_coding	12875	TENM1
ENST00000422452	protein_coding	13547	TENM1
ENST00000170168	protein_coding	4609	REXO1
ENST00000643515	protein_coding	1894	REXO1
ENST00000306562	protein_coding	3045	ZNF672
ENST00000505503	protein_coding	583	ZNF672
ENST00000428515	protein_coding	930	ZNF672
ENST00000423362	protein_coding	883	ZNF672
ENST00000648875	protein_coding	411	ABCB11
ENST00000650372	protein_coding	6934	ABCB11
ENST00000649448	protein_coding	2983	ABCB11
ENST00000268171	protein_coding	4247	FURIN
ENST00000610579	protein_coding	4191	FURIN
ENST00000680053	protein_coding	4287	FURIN
ENST00000618099	protein_coding	4345	FURIN
ENST00000681865	protein_coding	4118	FURIN
ENST00000414222	protein_coding	4188	HHLA1
ENST00000673615	protein_coding	2000	HHLA1
ENST00000530374	protein_coding	2229	CYHR1
ENST00000438911	protein_coding	2020	CYHR1
ENST00000526887	protein_coding	1012	CYHR1
ENST00000403000	protein_coding	1477	CYHR1
ENST00000424149	protein_coding	1162	CYHR1
ENST00000306145	protein_coding	1216	CYHR1
ENST00000533764	protein_coding	853	CYHR1
ENST00000530637	protein_coding	581	CYHR1
ENST00000361377	protein_coding	3568	MOCS2
ENST00000396954	protein_coding	4166	MOCS2
ENST00000450852	protein_coding	3705	MOCS2
ENST00000510818	protein_coding	1251	MOCS2
ENST00000508922	protein_coding	1210	MOCS2
ENST00000582677	protein_coding	741	MOCS2
ENST00000584946	protein_coding	736	MOCS2
ENST00000527216	protein_coding	707	MOCS2
ENST00000550997	protein_coding	675	SPATS2
ENST00000549538	protein_coding	570	SPATS2
ENST00000548654	protein_coding	546	SPATS2
ENST00000550643	protein_coding	527	SPATS2
ENST00000548710	protein_coding	558	SPATS2
ENST00000549179	protein_coding	570	SPATS2
ENST00000548377	protein_coding	552	SPATS2
ENST00000549298	protein_coding	643	SPATS2
ENST00000553127	protein_coding	3320	SPATS2
ENST00000321898	protein_coding	3158	SPATS2
ENST00000551540	protein_coding	720	SPATS2
ENST00000552918	protein_coding	3240	SPATS2
ENST00000548777	protein_coding	505	SPATS2
ENST00000547865	protein_coding	1810	SPATS2
ENST00000552171	protein_coding	465	SPATS2
ENST00000356082	protein_coding	4014	LAMB3
ENST00000367030	protein_coding	3931	LAMB3
ENST00000455193	protein_coding	710	LAMB3
ENST00000415782	protein_coding	908	LAMB3
ENST00000391911	protein_coding	4305	LAMB3
ENST00000535240	protein_coding	1685	KCNJ2
ENST00000243457	protein_coding	5391	KCNJ2
ENST00000334586	protein_coding	1475	ZACN
ENST00000250916	protein_coding	2901	KLF16
ENST00000617223	protein_coding	1133	KLF16
ENST00000592313	protein_coding	508	KLF16
ENST00000482457	protein_coding	2948	ZNF80
ENST00000302312	protein_coding	488	AHSP
ENST00000564707	protein_coding	213	AHSP
ENST00000676686	protein_coding	1781	ABHD17A
ENST00000677868	protein_coding	1679	ABHD17A
ENST00000292577	protein_coding	1706	ABHD17A
ENST00000250974	protein_coding	1630	ABHD17A
ENST00000590661	protein_coding	1079	ABHD17A
ENST00000649046	protein_coding	15657	LRP2
ENST00000443831	protein_coding	4007	LRP2
ENST00000645548	protein_coding	3272	KIFC2
ENST00000642354	protein_coding	2300	KIFC2
ENST00000301332	protein_coding	3247	KIFC2
ENST00000329003	protein_coding	1373	GALR2
ENST00000273450	protein_coding	3179	ALDH1L1
ENST00000472186	protein_coding	3157	ALDH1L1
ENST00000452905	protein_coding	2758	ALDH1L1
ENST00000393434	protein_coding	3064	ALDH1L1
ENST00000490367	protein_coding	615	ALDH1L1
ENST00000460368	protein_coding	1020	ALDH1L1
ENST00000488356	protein_coding	689	ALDH1L1
ENST00000509952	protein_coding	583	ALDH1L1
ENST00000393431	protein_coding	2797	ALDH1L1
ENST00000455064	protein_coding	3137	ALDH1L1
ENST00000218032	protein_coding	4216	TLR8
ENST00000311912	protein_coding	3367	TLR8
ENST00000357922	protein_coding	2232	ASIC3
ENST00000349064	protein_coding	2053	ASIC3
ENST00000297512	protein_coding	1718	ASIC3
ENST00000485929	protein_coding	502	ASIC3
ENST00000490540	protein_coding	520	ASIC3
ENST00000451311	protein_coding	622	TMSB4X
ENST00000380636	protein_coding	1702	TMSB4X
ENST00000380635	protein_coding	767	TMSB4X
ENST00000380633	protein_coding	495	TMSB4X
ENST00000589210	protein_coding	4782	EXOC7
ENST00000332065	protein_coding	4596	EXOC7
ENST00000335146	protein_coding	3519	EXOC7
ENST00000607838	protein_coding	3353	EXOC7
ENST00000467929	protein_coding	2260	EXOC7
ENST00000405575	protein_coding	2208	EXOC7
ENST00000357231	protein_coding	1924	EXOC7
ENST00000411744	protein_coding	2031	EXOC7
ENST00000634349	protein_coding	2124	EXOC7
ENST00000420116	protein_coding	543	EXOC7
ENST00000442951	protein_coding	583	EXOC7
ENST00000589507	protein_coding	820	EXOC7
ENST00000406660	protein_coding	718	EXOC7
ENST00000219789	protein_coding	1843	CDIPT
ENST00000561555	protein_coding	1726	CDIPT
ENST00000566113	protein_coding	1671	CDIPT
ENST00000569956	protein_coding	1532	CDIPT
ENST00000570016	protein_coding	1346	CDIPT
ENST00000563415	protein_coding	1047	CDIPT
ENST00000414057	protein_coding	1477	SCAMP4
ENST00000316097	protein_coding	2501	SCAMP4
ENST00000409472	protein_coding	2394	SCAMP4
ENST00000411971	protein_coding	783	SCAMP4
ENST00000588907	protein_coding	547	SCAMP4
ENST00000590266	protein_coding	570	SCAMP4
ENST00000621748	protein_coding	1172	SCAMP4
ENST00000380625	protein_coding	1077	FAM9C
ENST00000542843	protein_coding	5858	FAM9C
ENST00000333995	protein_coding	3361	FAM9C
ENST00000438997	protein_coding	472	FAM9C
ENST00000377317	protein_coding	2017	FOXH1
ENST00000252936	protein_coding	3929	TUBGCP2
ENST00000683612	protein_coding	3928	TUBGCP2
ENST00000682123	protein_coding	4133	TUBGCP2
ENST00000682905	protein_coding	3896	TUBGCP2
ENST00000682515	protein_coding	3838	TUBGCP2
ENST00000682161	protein_coding	4027	TUBGCP2
ENST00000683014	protein_coding	3925	TUBGCP2
ENST00000683060	protein_coding	3253	TUBGCP2
ENST00000683383	protein_coding	3262	TUBGCP2
ENST00000417178	protein_coding	2749	TUBGCP2
ENST00000543663	protein_coding	2882	TUBGCP2
ENST00000435887	protein_coding	2864	PPP1R16A
ENST00000292539	protein_coding	2722	PPP1R16A
ENST00000529009	protein_coding	657	PPP1R16A
ENST00000176195	protein_coding	526	SCT
ENST00000379224	protein_coding	1796	ISG20
ENST00000560741	protein_coding	800	ISG20
ENST00000559876	protein_coding	634	ISG20
ENST00000306072	protein_coding	1583	ISG20
ENST00000176183	protein_coding	1399	DRD4
ENST00000253754	protein_coding	2257	PDLIM4
ENST00000379018	protein_coding	1006	PDLIM4
ENST00000418373	protein_coding	538	PDLIM4
ENST00000678030	protein_coding	1680	PANO1
ENST00000334956	protein_coding	8627	PARVA
ENST00000528916	protein_coding	897	PARVA
ENST00000681397	protein_coding	973	PPIB
ENST00000681658	protein_coding	869	PPIB
ENST00000300026	protein_coding	893	PPIB
ENST00000514615	protein_coding	501	ACAD10
ENST00000549590	protein_coding	2888	ACAD10
ENST00000455480	protein_coding	4071	ACAD10
ENST00000552965	protein_coding	589	ACAD10
ENST00000515283	protein_coding	703	ACAD10
ENST00000313698	protein_coding	4006	ACAD10
ENST00000552706	protein_coding	678	ACAD10
ENST00000507683	protein_coding	833	ACAD10
ENST00000642989	protein_coding	3683	AP3B2
ENST00000535359	protein_coding	3754	AP3B2
ENST00000668990	protein_coding	3697	AP3B2
ENST00000660624	protein_coding	2650	AP3B2
ENST00000652847	protein_coding	3714	AP3B2
ENST00000261722	protein_coding	3738	AP3B2
ENST00000669930	protein_coding	3461	AP3B2
ENST00000666973	protein_coding	3420	AP3B2
ENST00000535348	protein_coding	3254	AP3B2
ENST00000665513	protein_coding	842	AP3B2
ENST00000664460	protein_coding	2425	AP3B2
ENST00000666055	protein_coding	1919	AP3B2
ENST00000666894	protein_coding	829	AP3B2
ENST00000541693	protein_coding	746	AP3B2
ENST00000542200	protein_coding	3921	AP3B2
ENST00000535513	protein_coding	3395	AP3B2
ENST00000485972	protein_coding	1122	CDK5
ENST00000297518	protein_coding	783	CDK5
ENST00000200652	protein_coding	2234	SLC22A4
ENST00000641760	protein_coding	2086	OR4P4
ENST00000329478	protein_coding	1599	ADAT3
ENST00000454697	protein_coding	983	ADAT3
ENST00000367161	protein_coding	7739	DSTYK
ENST00000367162	protein_coding	8010	DSTYK
ENST00000615388	protein_coding	1042	DSTYK
ENST00000255641	protein_coding	2895	CSNK1G2
ENST00000591752	protein_coding	648	CSNK1G2
ENST00000589350	protein_coding	780	CSNK1G2
ENST00000589385	protein_coding	896	CSNK1G2
ENST00000591002	protein_coding	617	CSNK1G2
ENST00000585959	protein_coding	704	CSNK1G2
ENST00000585957	protein_coding	300	CSNK1G2
ENST00000626395	protein_coding	2906	ZDHHC6
ENST00000682267	protein_coding	3000	ZDHHC6
ENST00000683505	protein_coding	2730	ZDHHC6
ENST00000369405	protein_coding	2170	ZDHHC6
ENST00000684507	protein_coding	2423	ZDHHC6
ENST00000682195	protein_coding	2038	ZDHHC6
ENST00000683895	protein_coding	2145	ZDHHC6
ENST00000682055	protein_coding	2297	ZDHHC6
ENST00000369404	protein_coding	1721	ZDHHC6
ENST00000682839	protein_coding	2492	ZDHHC6
ENST00000528431	protein_coding	1822	GPT
ENST00000394955	protein_coding	1828	GPT
ENST00000307002	protein_coding	999	OR10G6
ENST00000507818	protein_coding	568	C5orf22
ENST00000325366	protein_coding	3572	C5orf22
ENST00000375024	protein_coding	936	OR10G9
ENST00000422098	protein_coding	3735	XIAP
ENST00000430625	protein_coding	528	XIAP
ENST00000371199	protein_coding	8558	XIAP
ENST00000355640	protein_coding	8584	XIAP
ENST00000530625	protein_coding	606	TTC9C
ENST00000316461	protein_coding	1133	TTC9C
ENST00000532583	protein_coding	858	TTC9C
ENST00000563177	protein_coding	775	ASPHD1
ENST00000483405	protein_coding	1115	ASPHD1
ENST00000308748	protein_coding	1816	ASPHD1
ENST00000651383	protein_coding	563	ASPHD1
ENST00000394807	protein_coding	2950	ZBTB3
ENST00000673933	protein_coding	2972	ZBTB3
ENST00000527994	protein_coding	432	ZBTB3
ENST00000533442	protein_coding	388	POLR2G
ENST00000301788	protein_coding	791	POLR2G
ENST00000674552	protein_coding	51	
ENST00000392818	protein_coding	1563	TMUB1
ENST00000297533	protein_coding	1295	TMUB1
ENST00000462940	protein_coding	1549	TMUB1
ENST00000653405	protein_coding	1104	TMUB1
ENST00000482202	protein_coding	899	TMUB1
ENST00000476627	protein_coding	882	TMUB1
ENST00000488752	protein_coding	584	TMUB1
ENST00000492838	protein_coding	550	TMUB1
ENST00000360568	protein_coding	4547	P4HA2
ENST00000379104	protein_coding	4553	P4HA2
ENST00000401867	protein_coding	3349	P4HA2
ENST00000379086	protein_coding	2223	P4HA2
ENST00000166534	protein_coding	2230	P4HA2
ENST00000379100	protein_coding	2625	P4HA2
ENST00000428369	protein_coding	2397	P4HA2
ENST00000417528	protein_coding	1023	P4HA2
ENST00000431054	protein_coding	724	P4HA2
ENST00000439698	protein_coding	866	P4HA2
ENST00000395164	protein_coding	568	P4HA2
ENST00000453286	protein_coding	819	P4HA2
ENST00000418055	protein_coding	568	P4HA2
ENST00000416053	protein_coding	582	P4HA2
ENST00000428841	protein_coding	427	P4HA2
ENST00000301327	protein_coding	1552	MFSD3
ENST00000562168	protein_coding	666	ALDOA
ENST00000569545	protein_coding	1359	ALDOA
ENST00000563060	protein_coding	1550	ALDOA
ENST00000412304	protein_coding	1603	ALDOA
ENST00000563987	protein_coding	586	ALDOA
ENST00000642816	protein_coding	1640	ALDOA
ENST00000643777	protein_coding	1486	ALDOA
ENST00000569798	protein_coding	1499	ALDOA
ENST00000395240	protein_coding	1447	ALDOA
ENST00000566846	protein_coding	512	ALDOA
ENST00000562679	protein_coding	906	ALDOA
ENST00000564688	protein_coding	613	ALDOA
ENST00000565355	protein_coding	538	ALDOA
ENST00000302277	protein_coding	4527	ZNF804A
ENST00000421587	protein_coding	8220	CASK
ENST00000644347	protein_coding	8361	CASK
ENST00000378168	protein_coding	8799	CASK
ENST00000675354	protein_coding	8730	CASK
ENST00000378163	protein_coding	8833	CASK
ENST00000644219	protein_coding	6048	CASK
ENST00000645566	protein_coding	4002	CASK
ENST00000646087	protein_coding	3392	CASK
ENST00000645986	protein_coding	4550	CASK
ENST00000442742	protein_coding	3758	CASK
ENST00000378158	protein_coding	3754	CASK
ENST00000378154	protein_coding	4037	CASK
ENST00000646120	protein_coding	3239	CASK
ENST00000378166	protein_coding	3244	CASK
ENST00000643733	protein_coding	667	CASK
ENST00000643043	protein_coding	1235	CASK
ENST00000643831	protein_coding	1540	CASK
ENST00000486402	protein_coding	733	CASK
ENST00000642361	protein_coding	821	CASK
ENST00000644770	protein_coding	564	CASK
ENST00000463381	protein_coding	2730	AGAP3
ENST00000397238	protein_coding	3494	AGAP3
ENST00000473312	protein_coding	2039	AGAP3
ENST00000479901	protein_coding	1881	AGAP3
ENST00000622464	protein_coding	3121	AGAP3
ENST00000469901	protein_coding	582	AGAP3
ENST00000335367	protein_coding	2675	AGAP3
ENST00000468796	protein_coding	540	AGAP3
ENST00000461065	protein_coding	1707	AGAP3
ENST00000324436	protein_coding	1396	ACTL9
ENST00000612068	protein_coding	1252	ACTL9
ENST00000643224	protein_coding	4851	CD8B2
ENST00000416057	protein_coding	989	CD8B2
ENST00000526261	protein_coding	419	TAF6L
ENST00000294168	protein_coding	2023	TAF6L
ENST00000529509	protein_coding	528	TAF6L
ENST00000617875	protein_coding	3819	RECQL4
ENST00000621189	protein_coding	3896	RECQL4
ENST00000531875	protein_coding	988	RECQL4
ENST00000534626	protein_coding	1165	RECQL4
ENST00000532846	protein_coding	1055	RECQL4
ENST00000524998	protein_coding	686	RECQL4
ENST00000587502	protein_coding	575	LSM7
ENST00000252622	protein_coding	491	LSM7
ENST00000585409	protein_coding	512	LSM7
ENST00000361221	protein_coding	4625	ARHGEF10L
ENST00000375415	protein_coding	4035	ARHGEF10L
ENST00000375408	protein_coding	3685	ARHGEF10L
ENST00000373218	protein_coding	7491	EIF4EBP2
ENST00000287139	protein_coding	2058	NODAL
ENST00000414871	protein_coding	1066	NODAL
ENST00000550433	protein_coding	2931	KCNC2
ENST00000548513	protein_coding	3026	KCNC2
ENST00000549446	protein_coding	5596	KCNC2
ENST00000350228	protein_coding	3344	KCNC2
ENST00000540018	protein_coding	2168	KCNC2
ENST00000393288	protein_coding	2485	KCNC2
ENST00000298972	protein_coding	3563	KCNC2
ENST00000304636	protein_coding	5490	COL3A1
ENST00000317840	protein_coding	3873	COL3A1
ENST00000450867	protein_coding	268	COL3A1
ENST00000683500	protein_coding	15789	HMCN2
ENST00000624552	protein_coding	15613	HMCN2
ENST00000611173	protein_coding	1920	HMCN2
ENST00000428715	protein_coding	926	HMCN2
ENST00000215570	protein_coding	1664	TIMM13
ENST00000591871	protein_coding	631	TIMM13
ENST00000440978	protein_coding	5106	EBF3
ENST00000368648	protein_coding	4829	EBF3
ENST00000355311	protein_coding	3426	EBF3
ENST00000639100	protein_coding	1513	PARL
ENST00000317096	protein_coding	1501	PARL
ENST00000418450	protein_coding	546	PARL
ENST00000450375	protein_coding	488	PARL
ENST00000417784	protein_coding	722	PARL
ENST00000311101	protein_coding	1240	PARL
ENST00000435888	protein_coding	1098	PARL
ENST00000449306	protein_coding	476	PARL
ENST00000528367	protein_coding	857	TMEM223
ENST00000525631	protein_coding	736	TMEM223
ENST00000307366	protein_coding	1273	TMEM223
ENST00000325327	protein_coding	4634	LMNB2
ENST00000333449	protein_coding	1043	TMEM179B
ENST00000533861	protein_coding	797	TMEM179B
ENST00000526546	protein_coding	400	TMEM179B
ENST00000531709	protein_coding	4128	NXF1
ENST00000294172	protein_coding	2290	NXF1
ENST00000532297	protein_coding	2795	NXF1
ENST00000527902	protein_coding	619	NXF1
ENST00000530875	protein_coding	1922	NXF1
ENST00000531131	protein_coding	1023	NXF1
ENST00000533671	protein_coding	589	NXF1
ENST00000531474	protein_coding	548	NXF1
ENST00000637128	protein_coding	843	C10orf143
ENST00000378743	protein_coding	7037	ZFC3H1
ENST00000548100	protein_coding	1771	ZFC3H1
ENST00000552037	protein_coding	1484	ZFC3H1
ENST00000215631	protein_coding	1371	GADD45B
ENST00000587345	protein_coding	765	GADD45B
ENST00000587887	protein_coding	276	GADD45B
ENST00000593043	protein_coding	373	GADD45B
ENST00000331244	protein_coding	1318	GLRX3
ENST00000368644	protein_coding	3827	GLRX3
ENST00000643810	protein_coding	1839	PTGS1
ENST00000540753	protein_coding	2315	PTGS1
ENST00000362012	protein_coding	5020	PTGS1
ENST00000619306	protein_coding	1766	PTGS1
ENST00000426608	protein_coding	529	PTGS1
ENST00000223423	protein_coding	2328	PTGS1
ENST00000373698	protein_coding	2073	PTGS1
ENST00000413309	protein_coding	760	TSNAX
ENST00000366639	protein_coding	2634	TSNAX
ENST00000610935	protein_coding	1940	ZNF787
ENST00000586787	protein_coding	386	ZNF787
ENST00000587279	protein_coding	1657	ZNF787
ENST00000646991	protein_coding	2575	POU4F3
ENST00000587467	protein_coding	646	ZNF444
ENST00000588358	protein_coding	642	ZNF444
ENST00000337080	protein_coding	1943	ZNF444
ENST00000586123	protein_coding	574	ZNF444
ENST00000592949	protein_coding	1906	ZNF444
ENST00000593100	protein_coding	562	ZNF444
ENST00000588203	protein_coding	585	ZNF444
ENST00000591564	protein_coding	586	ZNF444
ENST00000354655	protein_coding	3253	ACSL5
ENST00000393081	protein_coding	3394	ACSL5
ENST00000433418	protein_coding	3281	ACSL5
ENST00000356116	protein_coding	3343	ACSL5
ENST00000354273	protein_coding	3188	ACSL5
ENST00000530878	protein_coding	2894	NOS1AP
ENST00000361897	protein_coding	5016	NOS1AP
ENST00000464284	protein_coding	724	NOS1AP
ENST00000493151	protein_coding	5559	NOS1AP
ENST00000344624	protein_coding	5416	DROSHA
ENST00000511367	protein_coding	5305	DROSHA
ENST00000513349	protein_coding	4681	DROSHA
ENST00000512076	protein_coding	1124	DROSHA
ENST00000512302	protein_coding	585	DROSHA
ENST00000507438	protein_coding	860	DROSHA
ENST00000527730	protein_coding	978	LRRC14
ENST00000292524	protein_coding	5337	LRRC14
ENST00000529022	protein_coding	2243	LRRC14
ENST00000530854	protein_coding	730	LRRC14
ENST00000525766	protein_coding	661	LRRC14
ENST00000461804	protein_coding	1998	CCNL1
ENST00000295926	protein_coding	2322	CCNL1
ENST00000295925	protein_coding	549	CCNL1
ENST00000357330	protein_coding	950	GALP
ENST00000440823	protein_coding	889	GALP
ENST00000590002	protein_coding	150	GALP
ENST00000266742	protein_coding	4015	NEDD1
ENST00000429527	protein_coding	3366	NEDD1
ENST00000554226	protein_coding	582	NEDD1
ENST00000557478	protein_coding	595	NEDD1
ENST00000557092	protein_coding	554	NEDD1
ENST00000411739	protein_coding	2490	NEDD1
ENST00000553609	protein_coding	581	NEDD1
ENST00000557644	protein_coding	2367	NEDD1
ENST00000457368	protein_coding	3162	NEDD1
ENST00000529415	protein_coding	1762	LRRC24
ENST00000533758	protein_coding	1701	LRRC24
ENST00000409783	protein_coding	587	PTCD3
ENST00000254630	protein_coding	6681	PTCD3
ENST00000627371	protein_coding	210	PTCD3
ENST00000215567	protein_coding	1139	TECR
ENST00000596073	protein_coding	1188	TECR
ENST00000601187	protein_coding	559	TECR
ENST00000524821	protein_coding	2455	C8orf82
ENST00000313465	protein_coding	2186	C8orf82
ENST00000532827	protein_coding	802	C8orf82
ENST00000527462	protein_coding	401	C8orf82
ENST00000294829	protein_coding	2302	GARIN4
ENST00000295640	protein_coding	2399	RNPEP
ENST00000367286	protein_coding	2282	RNPEP
