Transcript length (including UTRs and CDS)	Gene name
613	LINC01474
528	LINC01474
568	LINC01474
603	LINC01474
660	LINC01474
806	B3GAT3P1
69	RNU7-136P
1954	ZNF821
1874	ZNF821
1833	ZNF821
1722	ZNF821
1822	ZNF821
1987	ZNF821
1748	ZNF821
1858	ZNF821
1549	ZNF821
1719	ZNF821
867	ZNF821
871	ZNF821
1032	ZNF821
1187	ZNF821
906	ZNF821
647	ZNF821
866	ZNF821
619	ZNF821
672	ZNF821
440	ZNF821
527	ZNF821
97	MIR1182
2032	MEPE
2123	MEPE
2226	MEPE
562	MEPE
2177	MEPE
550	MEPE
1982	MEPE
2483	C1orf131
1432	C1orf131
1430	C1orf131
795	C1orf131
552	C1orf131
400	C1orf131
596	C1orf131
2657	C1orf131
2227	LINC03062
835	LINC03062
1570	LINC03062
912	LINC03062
8952	KPNA4
8880	KPNA4
3677	KPNA4
3609	KPNA4
3740	KPNA4
3769	KPNA4
3507	KPNA4
4391	KPNA4
1854	KPNA4
1309	KPNA4
790	KPNA4
3684	MYB
3312	MYB
3365	MYB
3565	MYB
3422	MYB
3431	MYB
3492	MYB
3571	MYB
3573	MYB
3302	MYB
2381	MYB
1051	MYB
2866	MYB
1630	MYB
2182	MYB
1838	MYB
2192	MYB
2399	MYB
2201	MYB
2021	MYB
1973	MYB
2277	MYB
2427	MYB
1824	MYB
2436	MYB
2521	MYB
1818	MYB
1812	MYB
2238	MYB
2091	MYB
3481	MYB
3288	MYB
3081	MYB
3157	MYB
3203	MYB
2911	MYB
3349	MYB
3230	MYB
1036	MYB
801	MYB
343	MYB
77	MIR3175
1128	
1257	LINC00963
1403	LINC00963
970	LINC00963
2069	LINC00963
1798	LINC00963
1424	LINC00963
1068	LINC00963
1236	LINC00963
1997	LINC00963
1364	LINC00963
1843	LINC00963
1332	LINC00963
1701	LINC00963
2307	LINC00963
1910	LINC00963
1780	LINC00963
1198	LINC00963
901	LINC00963
1404	LINC00963
1234	LINC00963
2047	LINC00963
1297	LINC00963
1632	LINC00963
1156	LINC00963
1420	LINC00963
709	LINC00963
1590	LINC00963
1394	LINC00963
9557	LINC00963
1654	LINC00963
2017	LINC00963
960	LINC00963
1712	LINC00963
808	LINC00963
962	LINC00963
1050	LINC00963
1667	LINC00963
1280	LINC00963
1459	LINC00963
1213	LINC00963
1120	LINC00963
1119	LINC00963
1414	LINC00963
910	LINC00963
1099	LINC00963
663	LINC00963
444	LINC00963
472	LINC00963
1720	LINC00963
973	LINC00963
1148	LINC00963
1464	LINC00963
473	LINC00963
1111	LINC00963
1480	LINC00963
849	LINC00963
1611	LINC00963
382	LINC00963
531	LINC00963
1343	LINC00963
1227	LINC00963
1433	LINC00963
781	LINC00963
558	LINC00963
11359	RGMA
3078	RGMA
3174	RGMA
3038	RGMA
3172	RGMA
1552	RGMA
1929	RGMA
989	RGMA
1889	RGMA
552	RGMA
547	RGMA
473	RGMA
320	RGMA
2854	GPM6A
2672	GPM6A
2842	GPM6A
2614	GPM6A
1500	GPM6A
552	GPM6A
543	GPM6A
737	GPM6A
579	GPM6A
616	GPM6A
566	GPM6A
690	GPM6A
561	GPM6A
734	GPM6A
551	GPM6A
584	GPM6A
568	GPM6A
550	GPM6A
555	GPM6A
107	RNU6-1324P
189	RNU2-71P
889	SLC25A51P3
283	RN7SL107P
15071	ZNF704
14386	ZNF704
420	ZNF704
243	ZNF704
447	ZNF704
686	ZNF704
1413	LINC02757
669	LINC02757
559	LINC02757
4207	LRRC32
4311	LRRC32
2656	LRRC32
566	LRRC32
801	LRRC32
235	CKS1BP7
133	RNU11-6P
297	RN7SL308P
440	HMGB1P41
2732	
4317	AZIN1
4404	AZIN1
4580	AZIN1
4196	AZIN1
4153	AZIN1
4316	AZIN1
4229	AZIN1
3802	AZIN1
3937	AZIN1
3679	AZIN1
2857	AZIN1
565	AZIN1
839	AZIN1
680	AZIN1
660	AZIN1
773	AZIN1
576	AZIN1
1710	LINC01144
1021	YBX2P2
994	TOE1
1887	TOE1
1074	TOE1
2173	TOE1
592	TOE1
6111	BNIP2
2447	BNIP2
1415	BNIP2
1509	BNIP2
323	BNIP2
806	BNIP2
967	BNIP2
832	BNIP2
636	BNIP2
603	BNIP2
863	BNIP2
2619	LINC01166
647	ANKZF1
511	ANKZF1
2155	ANKZF1
576	ANKZF1
900	ANKZF1
1090	ANKZF1
1566	ANKZF1
2540	ANKZF1
2940	ANKZF1
1290	ANKZF1
3245	ANKZF1
993	ANKZF1
552	ANKZF1
2486	ANKZF1
537	ANKZF1
571	ANKZF1
623	ANKZF1
2793	ANKZF1
570	ANKZF1
516	ANKZF1
588	ANKZF1
561	ANKZF1
529	ANKZF1
873	ANKZF1
643	TSKU
2666	TSKU
2585	TSKU
542	TSKU
3554	TSKU
604	LINC01167
5254	LINC01168
1072	LINC01168
925	LINC01168
477	LINC00844
1491	LINC00844
2789	LINC00844
1460	LINC00844
635	LINC00844
509	LINC00844
682	LINC00844
1162	LINC00844
1091	LINC00844
1305	LINC00844
1547	LINC00844
543	LINC00844
3400	LINC00844
1028	LINC00844
336	TSKU-AS1
296	TSKU-AS1
293	TSKU-AS1
2706	VPS37B
879	VPS37B
2088	VPS37B
1457	VPS37B
4192	
1528	MANCR
418	MANCR
703	MANCR
615	MANCR
1448	MANCR
1297	MANCR
450	MANCR
2600	TESK2
3071	TESK2
3019	TESK2
428	TESK2
4495	ACER3
834	ACER3
4509	ACER3
4569	ACER3
4527	ACER3
4310	ACER3
4551	ACER3
4533	ACER3
7333	ACER3
846	ACER3
4437	ACER3
4735	ACER3
1695	ACER3
2058	ACER3
1292	ACER3
4629	ACER3
4938	ACER3
4768	ACER3
1269	ACER3
4418	ACER3
1491	ACER3
4461	ACER3
929	ACER3
2093	ACER3
3500	ACER3
4661	ACER3
817	ACER3
4152	ACER3
5048	ACER3
560	ACER3
3215	ACER3
5440	ACER3
3424	ACER3
5366	ACER3
567	ACER3
1012	MIR31HG
3988	MIR31HG
2502	MIR31HG
1714	MIR31HG
4614	MIR31HG
6526	MIR31HG
4607	MIR31HG
2225	MIR31HG
2439	MIR31HG
536	MIR31HG
3344	MIR31HG
3754	MIR31HG
3569	MIR31HG
3455	MIR31HG
1606	MIR31HG
582	MIR31HG
1394	MIR31HG
2537	MIR31HG
2702	MIR31HG
1914	MIR31HG
2119	MIR31HG
479	MIR31HG
554	MIR31HG
1318	MIR31HG
1644	MIR31HG
1794	MIR31HG
18662	
330	SCARNA7
705	LINC02660
591	LINC02660
744	LINC02660
520	LINC02660
1447	LINC02660
1764	LINC02660
555	LINC02660
462	LINC02660
418	LINC02660
998	KRT8P12
1397	KRT8P12
5618	
843	RPL6P8
1289	ARL14
245	ARHGDIA
1837	ARHGDIA
1568	ARHGDIA
886	ARHGDIA
1517	ARHGDIA
1201	ARHGDIA
637	ARHGDIA
709	ARHGDIA
815	ARHGDIA
823	ARHGDIA
547	ARHGDIA
351	ARHGDIA
421	ARHGDIA
574	ARHGDIA
622	ARHGDIA
560	ARHGDIA
628	ARHGDIA
62	MIR4304
2191	PITPNM2-AS1
1065	PITPNM2-AS1
1715	PPM1L-DT
5566	
89	MIR4795
2528	CHMP2B
5899	CHMP2B
1175	CHMP2B
2651	CHMP2B
2590	CHMP2B
2644	CHMP2B
5984	CHMP2B
1297	CHMP2B
1683	CHMP2B
664	CHMP2B
3799	MIR1915HG
580	MIR1915HG
1856	HDDC3
4477	HDDC3
1309	HDDC3
1047	HDDC3
1220	HDDC3
1024	HDDC3
1076	HDDC3
457	HDDC3
202	HDDC3
224	HDDC3
427	FIGNL2-DT
1452	TLE1-DT
548	TLE1-DT
1604	TLE1-DT
1657	SLC18A2-AS1
1527	SLC18A2-AS1
325	PPIAP36
709	RPL5P13
1286	ANKRD33
1645	ANKRD33
3319	ANKRD33
1865	ANKRD33
1507	ANKRD33
1504	ANKRD33
525	ANKRD33
925	ANKRD33
309	LSM3P4
2067	SDHA
679	SDHA
2230	SDHA
2148	SDHA
2693	SDHA
583	SDHA
1430	SDHA
580	SDHA
2209	SDHA
558	SDHA
935	SDHA
1809	SDHA
3001	SDHA
704	SDHA
434	SDHA
2426	SDHA
432	SDHA
630	SDHA
644	SDHA
1751	C10orf88B
1328	C10orf88B
1406	C10orf88B
4520	EBLN3P
636	EBLN3P
301	EBLN3P
311	EBLN3P
579	EBLN3P
4447	EBLN3P
2835	EBLN3P
1632	EBLN3P
2227	EBLN3P
1639	EBLN3P
3225	EBLN3P
2404	EBLN3P
1656	EBLN3P
1806	EBLN3P
1536	EBLN3P
1522	EBLN3P
1577	EBLN3P
1599	EBLN3P
4967	EBLN3P
4067	EBLN3P
7911	EBLN3P
1586	EBLN3P
1576	EBLN3P
2095	CCDC163
2229	CCDC163
2053	CCDC163
1694	CCDC163
1526	CCDC163
1076	CCDC163
885	CCDC163
919	CCDC163
1608	PITX2
2294	PITX2
1897	PITX2
2100	PITX2
1718	PITX2
3359	PITX2
1398	PITX2
1693	PITX2
1143	PITX2
1139	PITX2
1085	PITX2
941	PITX2
463	PITX2
1889	PITX2
1339	LINC01515
559	LINC01515
1049	LINC01515
694	LINC01515
854	LINC01515
1032	LINC01515
402	LINC01515
1380	LINC01515
632	LINC01515
920	LINC01515
1712	LINC01515
573	LINC01515
1687	LINC01515
3180	LINC01515
267	LINC01515
581	LINC01515
456	LINC01515
1068	LINC01515
1686	LINC01515
857	LINC01515
1389	LINC01515
1189	LINC01515
2582	LINC01515
1311	LINC01515
2006	LINC01515
1218	LINC01515
1102	LINC01515
1082	LINC01515
1492	LINC01515
1135	LINC01515
1337	LINC01515
1542	LINC01515
1370	LINC01515
1701	LINC01515
1320	LINC01515
969	LINC01515
1246	LINC01515
2547	LINC01515
1613	LINC01515
2656	LINC01515
1803	LINC01515
2236	LINC01515
2618	LINC01515
1650	LINC01515
2317	LINC01515
1208	LINC01515
1286	LINC01515
924	LINC01515
977	LINC01515
1074	LINC01515
1952	LINC01515
1529	LINC01515
824	LINC01515
1456	KRT8P25
5841	WNT5A
6042	WNT5A
521	WNT5A
1299	WNT5A
959	WNT5A
661	WNT5A
493	WNT5A
571	UNC45A
536	UNC45A
4001	UNC45A
4002	UNC45A
665	UNC45A
3255	UNC45A
564	UNC45A
770	UNC45A
855	UNC45A
1528	UNC45A
3252	UNC45A
1507	UNC45A
582	UNC45A
1299	UNC45A
553	UNC45A
2641	UNC45A
1730	UNC45A
104	RNU6-241P
2801	CICP20
4531	ACVR1B
1791	ACVR1B
1782	ACVR1B
539	ACVR1B
1665	ACVR1B
2362	ACVR1B
419	ACVR1B
107	RNU6-326P
1924	SLC25A21-AS1
1601	IGFBP1
1514	IGFBP1
1369	IGFBP1
96	RNU6-273P
105	RNU6-886P
1040	ERCC6L2-AS1
1004	ERCC6L2-AS1
1648	ERCC6L2-AS1
1168	ERCC6L2-AS1
2825	ERCC6L2-AS1
2508	ERCC6L2-AS1
1994	ERCC6L2-AS1
893	ERCC6L2-AS1
1384	ERCC6L2-AS1
1148	ERCC6L2-AS1
665	ERCC6L2-AS1
1225	ERCC6L2-AS1
1269	ERCC6L2-AS1
528	ERCC6L2-AS1
3509	FOXA1
1806	FOXA1
507	FOXA1
789	FOXA1
392	FOXA1
155	RPL39P31
5049	MMACHC
1510	MMACHC
607	MMACHC
1507	ATP5F1AP3
8445	BTBD7
4824	DHODH
4669	DHODH
607	DHODH
839	DHODH
843	DHODH
427	DHODH
542	DHODH
549	DHODH
2165	DHODH
1865	CFAP91
4433	CFAP91
4356	CFAP91
939	CFAP91
2712	CFAP91
475	CFAP91
1021	CFAP91
2353	CFAP91
3140	CFAP91
535	CFAP91
381	CFAP91
554	CFAP91
454	CFAP91
949	CFAP91
563	CFAP91
845	CFAP91
623	BANCR
764	BANCR
558	BANCR
619	BANCR
780	BANCR
2258	LINC02897
610	FGFR3P6
975	LINC01503
1112	LINC01503
902	LINC01503
974	LINC01503
935	LINC01503
1633	LINC01503
751	LINC01503
911	LINC01503
2229	LINC01503
432	LINC01503
656	LINC01503
1138	LINC01503
677	LINC01503
903	LINC01503
996	LINC01503
887	LINC01503
740	LINC01503
533	LINC01503
741	LINC01503
94	MIR3916
92	RNA5SP82
2725	GLB1L
1599	GLB1L
2042	GLB1L
2574	GLB1L
635	GLB1L
556	GLB1L
541	GLB1L
569	GLB1L
888	GLB1L
517	GLB1L
609	GLB1L
545	LSM6
2226	LSM6
820	LSM6
454	LSM6
1352	LSM6
549	LSM6
561	LSM6
371	LSM6
2613	IGFBP3
2631	IGFBP3
2322	IGFBP3
583	IGFBP3
894	IGFBP3
810	IGFBP3
571	IGFBP3
663	IGFBP3
574	IGFBP3
462	LINC02870
1846	LINC02870
1302	LINC02870
568	B3GNT6
2503	B3GNT6
3384	LINC01164
3225	LINC01164
2724	LINC01164
1420	LINC01164
1328	LINC01164
1345	LINC01164
721	MIR181A2HG
646	MIR181A2HG
1308	GCSAML
4063	GCSAML
1094	GCSAML
4130	GCSAML
4030	GCSAML
522	GCSAML
1822	GCSAML
562	GCSAML
3959	GCSAML
558	GCSAML
3774	GCSAML
581	TXNL4B
2521	TXNL4B
2490	TXNL4B
965	TXNL4B
684	TXNL4B
546	TXNL4B
790	ZNF503-AS1
549	ZNF503-AS1
575	ZNF503-AS1
2012	ZNF503-AS1
1860	ZNF503-AS1
2107	ZNF503-AS1
1629	ZNF503-AS1
1638	ZNF503-AS1
1751	ZNF503-AS1
1701	ZNF503-AS1
1549	ZNF503-AS1
1498	ZNF503-AS1
674	ZNF503-AS1
1462	ZNF503-AS1
1456	ZNF503-AS1
1637	ZNF503-AS1
1598	ZNF503-AS1
1577	ZNF503-AS1
1663	ZNF503-AS1
858	ZNF503-AS1
1600	ZNF503-AS1
777	ZNF503-AS1
1440	ZNF503-AS1
1732	ZNF503-AS1
1256	ZNF503-AS1
1785	ZNF503-AS1
821	ZNF503-AS1
107	RNU6-574P
3145	CAPN5
597	CAPN5
4367	CAPN5
2333	CAPN5
2805	CAPN5
542	CAPN5
2081	CAPN5
2564	CAPN5
3747	SLC10A7
3756	SLC10A7
3705	SLC10A7
1134	SLC10A7
1170	SLC10A7
414	SLC10A7
5788	SLC10A7
1730	SLC10A7
869	SLC10A7
478	SLC10A7
1638	SLC10A7
1952	TAMALIN
1634	TAMALIN
1688	TAMALIN
794	TAMALIN
338	TAMALIN
279	TAMALIN
908	TAMALIN
662	TAMALIN
1175	PTPRD-AS1
4188	PTPRD-AS1
1668	PTPRD-AS1
2009	PTPRD-AS1
542	COX8C
7376	CCNJL
3320	CCNJL
3442	CCNJL
5709	CCNJL
3118	CCNJL
3560	CCNJL
3169	CCNJL
940	CCNJL
914	CCNJL
547	CCNJL
563	CCNJL
495	LINC01506
441	LINC01506
300	LINC01506
236	LINC01506
379	LINC01506
465	LINC01506
1187	LINC01506
445	LINC01506
3715	PRIMA1
256	CYP4F33P
4213	
1521	FAM181A
4160	ANKRD18B
3773	ANKRD18B
420	ANKRD18B
223	ANKRD18B
3560	ANKRD18B
2898	ANKRD18B
668	ANKRD18B
886	ANKRD18B
710	DHX38
2258	DHX38
4323	DHX38
574	DHX38
785	DHX38
1123	DHX38
683	DHX38
907	DHX38
500	DHX38
706	DHX38
390	DHX38
1028	DHX38
892	DHX38
638	DHX38
3095	KTN1-AS1
2233	KTN1-AS1
2185	KTN1-AS1
2117	KTN1-AS1
1534	KTN1-AS1
1354	KTN1-AS1
415	KTN1-AS1
4230	WDR11-DT
2500	WDR11-DT
2242	WDR11-DT
2089	WDR11-DT
1404	WDR11-DT
1736	WDR11-DT
241	WDR11-DT
522	WDR11-DT
2556	WDR11-DT
532	WDR11-DT
532	FTLP15
1158	TTC4P1
4774	HSPA4
552	HSPA4
690	HSPA4
915	DPY19L1P2
1097	ALYREF
254	ALYREF
441	ALYREF
533	ALYREF
504	RPL21P6
1368	TBPL2
559	TBPL2
2851	ZMIZ1-AS1
2878	ZMIZ1-AS1
1584	ZMIZ1-AS1
1541	ZMIZ1-AS1
231	RPL7AP78
3621	FKBP9
711	FKBP9
1549	FKBP9
3424	FKBP9
541	FKBP9
829	FKBP9
703	FKBP9
781	FKBP9
780	FKBP9
2699	FKBP9
377	FKBP9
653	FKBP9
567	FKBP9
591	FKBP9
548	NR4A1
2589	NR4A1
1258	NR4A1
521	NR4A1
3511	NR4A1
2029	NR4A1
600	NR4A1
1820	NR4A1
570	NR4A1
2678	NR4A1
574	NR4A1
2485	NR4A1
2639	NR4A1
1101	NR4A1
838	NR4A1
535	NR4A1
4837	NR4A1
752	NR4A1
500	NR4A1
612	NR4A1
607	NR4A1
691	NR4A1
8637	ZNF37BP
1352	ZNF37BP
2617	ZNF37BP
2929	ZNF37BP
1452	ZNF37BP
2657	ZNF37BP
1451	ZNF37BP
1384	ZNF37BP
2589	ZNF37BP
1315	ZNF37BP
1306	ZNF37BP
2319	ZNF37BP
1570	ZNF37BP
2585	ZNF37BP
2583	ZNF37BP
1646	ZNF37BP
2513	ZNF37BP
2192	ZNF37BP
1591	ZNF37BP
2360	ZNF37BP
1166	ZNF37BP
1424	ZNF37BP
1013	ZNF37BP
2444	ZNF37BP
1328	ZNF37BP
106	MIR7849
743	PF4V1
9187	UNC79
8459	UNC79
635	SNX18P7
3857	NPAP1P6
574	CXCL1
1174	CXCL1
3007	
1858	RCCD1-AS1
2468	
1871	RCCD1
3157	RCCD1
2675	RCCD1
139	RCCD1
2110	RCCD1
986	RCCD1
1556	RCCD1
735	RCCD1
1696	RCCD1
107	RNU6-599P
955	HNRNPA1P55
581	ANAPC11
578	ANAPC11
964	ANAPC11
575	ANAPC11
523	ANAPC11
603	ANAPC11
638	ANAPC11
668	ANAPC11
722	ANAPC11
686	ANAPC11
881	ANAPC11
559	ANAPC11
636	ANAPC11
599	ANAPC11
672	ANAPC11
563	ANAPC11
687	ANAPC11
386	ANAPC11
499	ANAPC11
403	ANAPC11
1361	ANAPC11
345	ANAPC11
2136	ANAPC11
868	SNX18P5
216	CXCL1P1
549	CYP4F60P
773	PF4
715	PF4
904	CNN2P4
3496	
725	PHB1P8
1129	PARLP1
348	RFKP3
289	RN7SL762P
298	RN7SL397P
1307	PPBP
185	CRIP1P1
4636	BICD2
6448	BICD2
2986	
3029	
1172	LINC02669
1588	LINC02669
1175	LINC02669
657	LINC02669
2060	LINC02669
1508	LINC02669
1301	LINC02669
1039	LINC02669
1340	LINC02669
1616	LINC02669
867	LINC02669
1671	LINC02669
819	LINC02669
793	LINC02669
973	LINC02669
739	LINC02669
1216	LINC02669
935	LINC02669
996	LINC02669
644	LINC02669
2101	LINC02669
1043	LINC02669
2436	CXCL5
1082	IL13
777	IL13
1033	IL13
1562	IL13
1283	IL13
1542	RRP9
2868	STK16
579	STK16
545	STK16
1513	STK16
3118	STK16
895	STK16
2094	STK16
1243	STK16
866	STK16
1493	STK16
1930	STK16
444	STK16
1069	STK16
299	RN7SL218P
1075	CXCL3
1641	CXCL3
630	CXCL3
784	CXCL3
2920	
2254	LINC00839
2253	LINC00839
2037	LINC00839
3982	LINC00839
2188	LINC00839
2304	LINC00839
1845	LINC00839
3749	LINC00839
2109	LINC00839
103	RNU6-714P
843	EEF1DP2
2127	REELD1
2195	REELD1
3626	REELD1
397	REELD1
954	OR2G2
930	OR2G3
11037	BDP1
76	U6
955	OR3D1P
4784	ZNF484
3960	ZNF484
4031	ZNF484
2836	ZNF484
107	RNU6-991P
8772	CNOT6L
8843	CNOT6L
4024	CNOT6L
1890	CNOT6L
1925	CNOT6L
781	CNOT6L
700	CNOT6L
662	NUTM2A-AS1
486	NUTM2A-AS1
916	NUTM2A-AS1
739	NUTM2A-AS1
876	NUTM2A-AS1
5671	NUTM2A-AS1
2226	NUTM2A-AS1
4041	NUTM2A-AS1
2043	NUTM2A-AS1
501	NUTM2A-AS1
733	NUTM2A-AS1
1814	NUTM2A-AS1
526	NUTM2A-AS1
1048	NUTM2A-AS1
924	NUTM2A-AS1
933	NUTM2A-AS1
1418	NUTM2A-AS1
539	NUTM2A-AS1
867	NUTM2A-AS1
1333	NUTM2A-AS1
1586	NUTM2A-AS1
1432	NUTM2A-AS1
3270	NUTM2A-AS1
1835	NUTM2A-AS1
1554	NUTM2A-AS1
782	NUTM2A-AS1
2752	NUTM2A-AS1
965	NUTM2A-AS1
958	NUTM2A-AS1
6174	NUTM2A-AS1
6154	NUTM2A-AS1
649	NUTM2A-AS1
1398	NUTM2A-AS1
743	NUTM2A-AS1
904	NUTM2A-AS1
691	NUTM2A-AS1
797	NUTM2A-AS1
849	NUTM2A-AS1
761	NUTM2A-AS1
1261	NUTM2A-AS1
806	NUTM2A-AS1
586	NUTM2A-AS1
747	NUTM2A-AS1
1307	NUTM2A-AS1
521	NUTM2A-AS1
1126	NUTM2A-AS1
1376	NUTM2A-AS1
816	NUTM2A-AS1
765	NUTM2A-AS1
628	NUTM2A-AS1
549	NUTM2A-AS1
585	NUTM2A-AS1
749	NUTM2A-AS1
653	NUTM2A-AS1
1197	NUTM2A-AS1
984	NUTM2A-AS1
858	NUTM2A-AS1
617	NUTM2A-AS1
713	NUTM2A-AS1
647	NUTM2A-AS1
735	NUTM2A-AS1
673	NUTM2A-AS1
3645	
3072	PRC1
728	PRC1
4087	PRC1
830	PRC1
755	PRC1
2060	PRC1
584	PRC1
476	PRC1
673	PRC1
583	PRC1
717	PRC1
933	PRC1
1215	PRC1
576	PRC1
571	PRC1
660	PRC1
582	PRC1
414	PRC1
774	CHRM3-AS2
2431	CHRM3-AS2
789	CHRM3-AS2
597	CHRM3-AS2
452	CHRM3-AS2
895	CHRM3-AS2
766	CHRM3-AS2
718	CHRM3-AS2
412	CHRM3-AS2
5593	CHRM3-AS2
2119	GPR62
486	CHRM3-AS1
808	SNX18P2
105	RNU6-388P
1897	ALOX15P2
581	RPS7P5
122	Y_RNA
1137	ADH5P3
1542	NT5C3A
1667	NT5C3A
1742	NT5C3A
1311	NT5C3A
369	NT5C3A
840	NT5C3A
562	NT5C3A
580	NT5C3A
306	NT5C3A
578	NT5C3A
542	NR4A1AS
687	NR4A1AS
2005	CHRM3
9179	CHRM3
719	CHRM3
2704	CHRM3
2740	CHRM3
2433	CHRM3
1101	CHRM3
2530	CHRM3
8780	CHRM3
581	CHRM3
587	CHRM3
1306	CHRM3
1188	ABHD14A-ACY1
1135	ABHD14A-ACY1
1836	ABHD14A-ACY1
3628	ABHD14A-ACY1
2151	ABHD14A-ACY1
914	ABHD14A-ACY1
1705	ABHD14A-ACY1
1696	ABHD14A-ACY1
2230	ABHD14A-ACY1
2373	ABHD14A-ACY1
2622	ABHD14A-ACY1
3078	ABHD14A-ACY1
2459	ABHD14A-ACY1
2168	ABHD14A-ACY1
2940	ABHD14A-ACY1
3158	ABHD14A-ACY1
2926	ABHD14A-ACY1
853	ABHD14A-ACY1
2499	ABHD14A-ACY1
740	ABHD14A-ACY1
1048	ABHD14A-ACY1
3067	ABHD14A-ACY1
1758	ABHD14A-ACY1
2735	ABHD14A-ACY1
1060	ABHD14A-ACY1
1536	ABHD14A-ACY1
1126	ABHD14A-ACY1
516	ABHD14A-ACY1
566	ABHD14A-ACY1
2069	HGFAC
2016	HGFAC
1894	HGFAC
743	HGFAC
818	C12orf42-AS1
1792	C12orf42-AS1
852	C12orf42-AS1
622	C12orf42-AS1
837	C12orf42-AS1
688	C12orf42-AS1
405	C12orf42-AS1
347	C12orf42-AS1
492	OMP
295	FGF7P4
3224	
1659	ADGRF5P2
1087	MEP1AP4
2020	LINC01501
1605	LINC01501
1286	LINC01501
1483	LINC01501
1821	LINC01501
1272	LINC01501
1063	LINC01501
1385	LINC01501
409	LINC01501
901	LINC01501
2000	LINC01501
837	LINC01501
964	LINC01501
291	LINC01501
558	LINC01501
3062	LINC01501
1118	LINC02401
1294	LINC02401
932	LINC02401
757	LINC02401
3059	LINC02401
883	LINC02401
713	LINC02401
1265	LINC02401
1107	LINC02401
929	LINC02401
684	LINC02401
753	LINC02401
577	LINC02401
817	LINC02401
1996	LINC02401
2855	CDH16
2821	CDH16
2526	CDH16
2604	CDH16
2694	CDH16
3539	CDH16
2026	CDH16
715	CDH16
582	CDH16
7683	C2CD3
6977	C2CD3
7939	C2CD3
7777	C2CD3
7767	C2CD3
7289	C2CD3
7808	C2CD3
7977	C2CD3
3128	C2CD3
7614	C2CD3
7361	C2CD3
7297	C2CD3
7670	C2CD3
7598	C2CD3
7206	C2CD3
1031	C2CD3
5983	C2CD3
6283	C2CD3
6007	C2CD3
6163	C2CD3
8065	C2CD3
2074	C2CD3
1091	C2CD3
556	C2CD3
3189	C2CD3
871	C2CD3
2966	C2CD3
727	C2CD3
2587	C2CD3
3216	C2CD3
2640	C2CD3
1134	C2CD3
2401	C2CD3
2535	C2CD3
767	C2CD3
936	C2CD3
574	C2CD3
731	C2CD3
524	C2CD3
4105	DIRAS2
565	DIRAS2
576	DIRAS2
1585	EEIG2
5584	EEIG2
8333	EEIG2
1126	TUBA4B
1131	TUBA4B
1389	TUBA4B
855	OR7E109P
991	OR7E108P
3688	TDRD7
695	TDRD7
2566	DOK7
552	DOK7
535	DOK7
2551	DOK7
2108	DOK7
2263	DOK7
557	DOK7
8243	STAB2
310	STAB2
301	STAB2
793	STAB2
561	STAB2
499	STAB2
192	SNRPCP15
346	VPS51P8
846	OR7E125P
1395	FAM90A15P
1395	FAM90A4P
12044	FER
581	FER
552	FER
3132	FER
1584	FER
806	FER
626	FER
1420	FER
1531	FER
738	NALT1
785	NALT1
437	NALT1
1395	FAM90A13P
1395	FAM90A5P
3612	PTPRN
3622	PTPRN
2239	PTPRN
5099	PTPRN
1051	PTPRN
3313	PTPRN
701	PTPRN
563	PTPRN
571	PTPRN
606	PTPRN
579	PTPRN
582	PTPRN
541	PTPRN
466	PTPRN
592	PTPRN
504	PTPRN
545	PTPRN
1593	USP17L1
1483	ANP32B
687	ANP32B
400	ANP32B
10446	LRPAP1
1078	LRPAP1
1256	LRPAP1
1167	LRPAP1
1170	LRPAP1
492	LRPAP1
171	RPS29P14
293	RN7SL505P
99	RNA5SP229
1445	RP9
1135	RP9
3057	RP9
4155	RP9
2088	RP9
629	RP9
1656	RP9
1696	HENMT1
1717	HENMT1
1662	HENMT1
1874	HENMT1
1244	HENMT1
822	HENMT1
581	HENMT1
106	RNU6-918P
1179	NANS
764	NANS
649	NANS
3027	NANS
715	NANS
1378	NANS
6683	
3607	
2679	ZNF138
842	ZNF138
1066	ZNF138
2230	ZNF138
2574	ZNF138
2579	ZNF138
2308	ZNF138
6300	LINC00702
864	LINC00702
1659	LINC00702
446	LINC00702
826	LINC00702
1704	LINC00702
1577	LINC00702
382	LINC00702
1983	LINC00702
1882	LINC00702
1879	LINC00702
1073	LINC00702
1401	LINC00702
1717	LINC00702
1951	LINC00702
2074	LINC00702
3322	LVRN
4604	LVRN
2354	LVRN
3676	LVRN
2067	LVRN
625	LVRN
806	LVRN
2428	LVRN
539	LVRN
1558	PRC1-AS1
581	PRC1-AS1
1083	PRC1-AS1
2802	PRC1-AS1
1809	PRC1-AS1
568	PRC1-AS1
1792	TRIM14
982	TRIM14
4480	TRIM14
1479	TRIM14
639	TRIM14
814	TRIM14
529	VPS33B
2501	VPS33B
2356	VPS33B
2420	VPS33B
1055	VPS33B
1731	VPS33B
389	VPS33B
561	VPS33B
132	U8
975	LNCAROD
570	LNCAROD
815	LNCAROD
721	LNCAROD
395	LNCAROD
1390	LNCAROD
522	LNCAROD
517	LNCAROD
3893	SLC25A21
1023	SLC25A21
276	SLC25A21
620	SLC25A21
591	SLC25A21
392	KIF5A
5814	KIF5A
836	KIF5A
556	KIF5A
462	KIF5A
3527	KIF5A
5779	KIF5A
5572	KIF5A
3726	KIF5A
5336	KIF5A
90	KIF5A
4348	KIF5A
484	KIF5A
396	KIF5A
